400,51,1800000,2500000,41,821966.94,497920.47,2634832
500,1600000,1933333,1966666,672219,472571.32,1463673.00,1967269
600,240,1300000,1500000,40,1190931.43,631433.05,5418484
700,1500000,4600000,4600000,1356563,2068355.72,3067190.40,6458809
800,890000,3800000,3800000,203503,1339835.88,1475048.56,4004664
900,1000000,1500000,3500000,637716,1107199.83,1504526.27,4055466
1000,790000,1700000,3300000,214,1019219.91,1156020.53,3659751
